"accuratePass";"goalsConceded";"saves";"penaltyFaced";"goalKicks";"totalPass";"gameStarted";"penGoalsConceded";"minsPlayed";"totalClearance";"formationPlace";"fecha";"idequipo";"equipo";"idjugador";"position";"nombres";"apellidos";"wonTackle";"lostCorners";"totalThrows";"totalTackle";"fouls";"wasFouled";"penaltyConceded";"secondYellow";"redCard";"totalScoringAtt";"totalSubOff";"totalOffside";"shotOffTarget";"yellowCard";"cornerTaken";"blockedScoringAtt";"wonCorners";"totalSubOn";"subposicion";"stats[2, ]";"local";"id_partido";"cleanSheet";"ontargetScoringAtt";"goals";"goalAssist";"penaltySave";"penaltyWon";"ownGoals"
"33";"2";NA;NA;NA;"40";"1";NA;"90";"2";"2";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"1jh74cxv1fis332qfdchysyqd";"Defender";"Felipe Manuel";"Campos Mosqueira";"2";NA;"12";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
"46";"2";NA;NA;NA;"56";"1";NA;"90";"2";"8";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"8yak0o9o7z5j5ribga3ui2cb9";"Midfielder";"Gabriel Alonso";"Suazo Urbina";"2";NA;NA;"2";"1";"3";NA;NA;NA;"3";NA;NA;"2";NA;NA;NA;NA;NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;"1";"1";"1";NA;NA;NA
"36";"2";NA;NA;NA;"45";"1";NA;"90";"1";"4";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"d4oe6in70cylxxxqwp1m50hcl";"Midfielder";"Iván";"Rossi";"1";NA;NA;"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
"16";"2";NA;NA;NA;"19";"1";NA;"69";"1";"7";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"2pvxu1njn98w26idcbacr6j1l";"Midfielder";"Branco Antonio";"Provoste Ovalle";"1";NA;NA;"1";NA;NA;NA;NA;NA;"1";"1";NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
"37";"2";NA;NA;NA;"44";"1";NA;"90";NA;"11";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"909ydub0s5szvgfyb762kkxxx";"Striker";"Pablo Nicolás";"Mouche";NA;NA;NA;"1";NA;"2";NA;NA;NA;"3";NA;"1";NA;NA;"5";"1";"2";NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;"2";NA;"1";NA;NA;NA
"21";"2";NA;NA;NA;"33";"1";NA;"89";"1";"9";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"2ir7ctowdenj07bq50l20wq8l";"Striker";"Javier Andrés";"Parraguez Herrera";NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";"1";NA;"2";NA;NA;"1";"1";NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;"2";"1";NA;NA;NA;NA
"15";"2";NA;NA;NA;"22";"1";NA;"87";"1";"10";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"8tkbjriwyv726522f10tyt1w5";"Striker";"Marcos Nikolas";"Bolados Hidalgo";NA;NA;NA;NA;"1";"3";NA;NA;NA;"4";"1";NA;"1";NA;NA;"1";"2";NA;NA;NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;"2";"1";"1";NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"6dxsdgtdm4paxhbh7jsi2d1ey";"Substitute";"William Héctor";"Alarcón Cepeda";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;"3";NA;"0";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"3loc50uo96004zxczuihbzrh1";"Substitute";"Basilio Gabriel";"Costa Heredia";NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"4atdou0euxyvhyfr005wadr6d";"Substitute";"Ronald Vladimir";"De La Fuente Arias";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"3xkr8t8dfa7y6exr5mdw5qllh";"Substitute";"Dario Esteban";"Melo Pulgar";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;"0";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"b6l6cav75axv8b7a3j7zcn84p";"Substitute";"Iván Andrés";"Morales Bravo";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";"Attacker";NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"47cw7z4p92y3ioalree2uvf85";"Substitute";"Jaime Andrés";"Valdés Zapata";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
"7";NA;NA;NA;NA;"9";NA;NA;"21";NA;"0";"2019-09-29Z";"ehsvy9m92bp6ktgoy6pwv8rdm";"Colo Colo";"aimgpr86xs6553faasfh0rwfd";"Substitute";"Carlos Alberto";"Villanueva Fuentes";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"24wtt0uq6z42wojuic7xaj90q";NA;NA;NA;NA;NA;NA;NA
"12";NA;"1";NA;"8";"21";"1";NA;"61";"1";"1";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"276g6pfpah0p1dva0bfi18hqt";"Goalkeeper";"Joaquín Emanuel";"Muñoz Almarza";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"5";NA;NA;NA;NA;"16";"1";NA;"90";"5";"4";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";"2";"4";"5";"4";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";NA;NA;NA;NA;NA;NA
"8";NA;NA;NA;NA;"15";"1";NA;"90";"7";"5";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"be2mkt8tl6bgnm4nyzb5l02c5";"Defender";"Manuel Elías";"Fernández Guzmán";"2";NA;"1";"2";"1";NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";NA;NA;NA;NA;NA;NA
"9";NA;NA;NA;NA;"28";"1";NA;"90";"4";"6";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"epvt3nij5xk960wrr4omk2f2t";"Defender";"Carlos Alfredo";"Labrin Candia";"1";NA;"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";NA;NA;NA;NA;NA;NA
"6";NA;NA;NA;NA;"23";"1";NA;"90";"2";"3";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"23rxggjnk33ensvafo1ebfdg5";"Midfielder";"Diego Ignacio";"Torres Quintana";NA;"1";"6";"1";NA;"1";NA;NA;NA;"1";NA;NA;"1";"1";NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";NA;NA;NA;NA;NA;NA
"16";NA;NA;NA;NA;"23";"1";NA;"90";NA;"8";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8dfo8a5fvu2qpca8hgnm980d1";"Midfielder";"Cristobal Osvaldo";"Marín Barrios";"4";NA;NA;"5";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";NA;NA;NA;NA;NA;NA
"12";NA;NA;NA;NA;"23";"1";NA;"90";"2";"7";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4ry41imxbur7epfo5igydybpx";"Midfielder";"Osvaldo Javier";"Bosso Torres";NA;NA;NA;"1";"1";"2";NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";"1";"1";NA;NA;NA;NA
"10";NA;NA;NA;NA;"16";"1";NA;"79";NA;"2";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"f3tjqzh572x0hdklx5o2ue1g5";"Midfielder";"Leonardo Gabriel";"Rolón";NA;"2";"6";NA;NA;"3";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;"1";NA;NA;NA
"14";NA;NA;NA;NA;"18";"1";NA;"90";NA;"9";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18pa8hde4d0jkbtpltej87tg5";"Attacking Midfielder";"Iván Patricio";"Ledezma Ahumada";NA;NA;NA;NA;NA;"5";NA;NA;NA;"1";NA;NA;"1";NA;"2";NA;"1";NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";NA;NA;"1";NA;NA;NA
"7";NA;NA;NA;NA;"14";"1";NA;"75";NA;"11";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"1udhwk2qkh23pl0vykuj8m7rp";"Striker";"Rodrigo Julián";"Holgado";"2";NA;NA;"2";"3";NA;NA;NA;NA;"3";"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;"3";"1";NA;NA;NA;NA
"6";NA;NA;NA;NA;"11";"1";NA;"90";NA;"10";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"bj3lt3rad9p93r4soac60f651";"Striker";"Ignacio Alejandro";"Jeraldino Jul";NA;NA;NA;NA;"2";NA;NA;NA;NA;"1";NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";"1";"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"5ajtpr7zaybavvee6wv16yh1x";"Substitute";"Álvaro Alejandro";"Delgado Sciaraffia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8bs8qz265kj9bhn8lx09cifvt";"Substitute";"Ricardo Antonio";"Escobar Acuña";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"2";NA;NA;NA;NA;"2";NA;NA;"11";NA;"0";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"brkd7vi8zwf9oc1xhncco4mei";"Substitute";"Bryan Jesús";"Figueroa De La Hoz";NA;NA;"1";NA;"1";"1";NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";"Midfielder";NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"6ziq84a8i6vouhtc5wm8cta6t";"Substitute";"Ricardo";"Fuenzalida";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;"2";NA;NA;"15";NA;"0";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"18nk3jxjo37tdkbqkk3g6ges5";"Substitute";"Jesús Isaac";"Hernández Córdova";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Attacker";NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"6";NA;"3";NA;"5";"15";NA;NA;"29";"1";"0";"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"5hxyo9kveiykjyewoat4q7yl1";"Substitute";"Eryin Alexis";"Sanhueza Mora";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;"1";"Goalkeeper";NA;TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yvk7o42utehkf7nki39zafo5";"Substitute";"Iván Gonzalo";"Vásquez Quilodrán";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Midfielder";"0";TRUE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"30";"2";"3";NA;"5";"47";"1";NA;"90";"1";"1";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"cahlp9pj7zp7gsqqm04hc4i51";"Goalkeeper";"Matías Nicolás";"Cano";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"38";"2";NA;NA;NA;"51";"1";NA;"90";NA;"3";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"adqve2qobyms5fb3tyxnuowk5";"Defender";"Sebastián Eduardo";"Cabrera Morgado";"2";NA;"18";"2";"2";"2";NA;NA;NA;"2";NA;NA;"1";NA;"2";"1";"1";NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"28";"2";NA;NA;NA;"38";"1";NA;"90";"3";"6";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"27mefql6p5otjduigrc51zwlx";"Defender";"Diego Alejandro";"Oyarzún Carrasco";NA;NA;NA;"1";"1";"2";NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"28";"2";NA;NA;NA;"36";"1";NA;"90";NA;"5";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"3xfqyb7n91x9qpsvjyj1ih785";"Defender";"Sebastián Ignacio";"Silva Pérez";"3";NA;"2";"6";NA;"2";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"42";"2";NA;NA;NA;"55";"1";NA;"90";"1";"2";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"dt86y76v2vnu1r5u10sv1rlxx";"Defender";"John Michael";"Salas Torres";NA;"1";"21";NA;"1";"1";NA;NA;NA;"1";NA;NA;NA;NA;"4";NA;"2";NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;"1";NA;NA;NA;NA;NA
"39";"2";NA;NA;NA;"43";"1";NA;"90";NA;"8";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"ev7jx7lueg0tle909rhurch5h";"Midfielder";"Sebastián Paolo";"Galani Villega";NA;NA;"1";"1";"2";"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"28";"2";NA;NA;NA;"37";"1";NA;"74";NA;"4";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"arj6wz36r6wr961xynqg4m4lx";"Midfielder";"Fernando Nicolás";"Cornejo Miranda";NA;NA;NA;NA;"3";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"37";"2";NA;NA;NA;"48";"1";NA;"90";NA;"7";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"bz9m6jlnvzlngtrn7e8w9av2t";"Midfielder";"Gerardo Ignacio";"Navarrete Barrientos";NA;NA;NA;NA;"2";NA;NA;NA;NA;"2";NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"17";"2";NA;NA;NA;"26";"1";NA;"90";NA;"11";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"3fh1y6i5dkac6ojmvkmaxk639";"Striker";"Jonathan Oscar";"Benítez";NA;NA;"4";NA;"3";"1";NA;NA;NA;"2";NA;"2";NA;NA;NA;NA;"2";NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;"2";NA;NA;NA;NA;NA
"12";"1";NA;NA;NA;"14";"1";NA;"57";NA;"9";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"d42683vlcon3uzy448yngnu8l";"Striker";"Jean Paul Jesús";"Pineda Cortés";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"2";NA;NA;NA;NA;NA;NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"11";"2";NA;NA;NA;"15";"1";NA;"71";NA;"10";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"5ttes0wvkueqfehjhb2a70amt";"Striker";"Rubén Ignacio";"Farfán Arancibia";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"5";NA;NA;NA;NA;"8";NA;NA;"16";NA;"0";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"eiedn3v0jovrp94o5gm3aob85";"Substitute";"Diego Sebastia";"Aravena Ramírez";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"Midfielder";NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"22j2b3ogbg4tz6w8pxdrgzs2d";"Substitute";"Cristian Eduardo";"Canío Manosalva";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Attacker";"0";FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"3tqek25mxs4fiewyt2tfmh1p1";"Substitute";"Cristian Gustavo";"Merino Herrera";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Goalkeeper";"0";FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"6";"1";NA;NA;NA;"10";NA;NA;"33";"1";"0";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"4zoh16h4bim3680g90nmnfb2t";"Substitute";"Mauricio Ricardo";"Pinilla Ferreira";NA;NA;NA;NA;"1";"3";NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;"1";"Attacker";NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;"1";NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"b5kfbt4ujf4eqmczu3uy04wd1";"Substitute";"Jaime";"Soto Kaempfer";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"f0waq8tqxlebvlyqdl80zemt";"Substitute";"Washington Leandro";"Torres Trujillo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Defender";"0";FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;NA;NA;NA;NA;NA;NA
"1";NA;NA;NA;NA;"1";NA;NA;"19";NA;"0";"2019-04-13Z";"bw2py3aiws1rq61pokete3kv2";"Coquimbo Unido";"1831e89qomfa4hm3j7r4awpd6";"Substitute";"Cristian Alexander";"Zavala Briones";NA;NA;NA;"1";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;"1";"Defender";NA;FALSE;"crvaudjrrfuxlgz4luzc13luy";NA;"1";NA;NA;NA;NA;NA
"18";"1";"3";NA;"11";"33";"1";NA;"90";"1";"1";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"276g6pfpah0p1dva0bfi18hqt";"Goalkeeper";"Joaquín Emanuel";"Muñoz Almarza";NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;NA;NA;NA;NA;NA;NA
"25";"1";NA;NA;NA;"34";"1";NA;"90";"2";"4";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"abb1eu1hpcrox97w3z01nxrkl";"Defender";"Fabián Andrés";"Torres Cuello";"2";"2";"2";"2";NA;"1";NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;"1";"1";NA;NA;NA;NA
"16";"1";NA;NA;NA;"18";"1";NA;"90";"4";"5";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"be2mkt8tl6bgnm4nyzb5l02c5";"Defender";"Manuel Elías";"Fernández Guzmán";NA;NA;NA;NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;NA;NA;NA;NA;NA;NA
"18";"1";NA;NA;NA;"32";"1";NA;"90";"1";"6";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8bs8qz265kj9bhn8lx09cifvt";"Defender";"Ricardo Antonio";"Escobar Acuña";NA;NA;"3";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;NA;NA;NA;NA;NA;NA
"18";"1";NA;NA;NA;"27";"1";NA;"90";"1";"3";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"23rxggjnk33ensvafo1ebfdg5";"Midfielder";"Diego Ignacio";"Torres Quintana";"3";NA;"2";"3";NA;NA;NA;NA;NA;"2";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;"1";NA;NA;NA;NA;NA
"48";"1";NA;NA;NA;"55";"1";NA;"90";NA;"8";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"4yrdgfx2ywrejye3jt3s3udw5";"Midfielder";"Jorge Alexis";"Henríquez Neira";NA;NA;NA;NA;"1";NA;NA;NA;NA;"1";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;NA;NA;NA;NA;NA;NA
"34";NA;NA;NA;NA;"47";"1";NA;"87";NA;"7";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"8vrkluulimwjtncia6xiui5zp";"Midfielder";"Luis Alberto";"Cabrera Figueroa";"1";NA;NA;"2";NA;NA;NA;NA;NA;"1";"1";NA;"1";NA;NA;NA;"1";NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;NA;NA;NA;NA;NA;NA
"17";"1";NA;NA;NA;"24";"1";NA;"90";"1";"2";"2019-05-19Z";"59d4d2m78t2lqabd1m7o90std";"Audax Italiano";"cv2m0fe5o4urquub6b5gm4t4a";"Midfielder";"Nicolás Esteban";"Fernández Muñoz";NA;NA;"13";NA;NA;"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;TRUE;"d1czbayo48ovi0vc1y3rglt2i";NA;NA;NA;"1";NA;NA;NA
